,ID_full,Player,Nation,First Name,Last Name,Position Primary,Position Secondary,Squad,League,Age,Born,90s,Assists,G+A,Goals without Penalties,Yellow Cards,Red Cards,xAssistedGoals,npxG+xAG,Prog. Carries,Prog. Passes,Progressive Passes received,Goals,Shots,Shots on Target,Shots on Target %,Goals per Shot,Goals per Shot on Target,xG,npxG,npxG per Shot,npxG Over/Underperformance,Passes played,Pass %,Progressive Pass Distance,Short Passes Completed,% Short Passes Completed,Medium Passes Completed,% Medium Passes Completed,Long Passes Completed,% Long Passes Completed,xA,xA Over/Underperformance,Key Passes,Passes into final 1/3,Passes into Penalty Area,Crosses into Penalty Area,Through Balls,Crosses,Shot Creating Actions,Goal Creating Actions,Tackles,Tackles Won,Tackles in Defensive 3rd,Tackles in Midfield,Tackles in Attacking 3rd,Dribblers Tackled,Dribbles Challenged,% of dribblers tackled,Blocks,Shots Blocked,Interceptions,Tackles + Int,Clearances,Errors leading to shots,Touches,Touches own PA,Touches in Def. 1/3,Touches in Midfield,Touches in Final 1/3,Touches Opp. PA,Take-Ons Attempted,Take-Ons Completed,% Successful Take-Ons,% Tackled during Take-Ons,Carries,Progressive Carries Distance,Carries into final 1/3,Carries into Penalty Area,Dispossesed,Fouls Committed,Fouls drawn,Offsides,Ball Recoveries,Aerials won,% Aerials won
1130,sergio herrera_1993_osasuna,Sergio Herrera,ESP,Sergio,Herrera,GK,,Osasuna,La Liga,30,1993,31.9,0,0,0,2,0,0.0,0.0,0,1,0,0,0,0,0,0,0,0.0,0.0,0,0.0,766,64.6,22063,87,100.0,315,97.5,362,47.0,0.1,0.0,1,35,0,0,0,0,6,0,2,2,2,0,0,2,3,66.7,0,0,0,2,22,3,1264,948,1250,18,0,0,0,0,0,0,671,2365,0,0,0,0,7,0,26,10,100.0
1131,yangel herrera_1998_girona,Yangel Herrera,VEN,Yangel,Herrera,MF,,Girona,La Liga,25,1998,23.4,0,5,5,9,0,2.4,7.3,31,92,76,5,52,18,34.6,0.10,0.28,4.9,4.9,0.09,+0.1,972,85.5,3393,553,91.0,320,84.9,59,67.0,1.9,-2.4,18,79,15,7,1,29,48,4,64,37,28,30,6,30,56,53.6,30,8,24,88,45,1,1452,67,331,793,339,68,31,22,71.0,22.6,804,1673,32,4,50,65,62,2,125,61,58.1
1132,patrick herrmann_1991_gladbach,Patrick Herrmann,GER,Patrick,Herrmann,FW,DF,Gladbach,Bundesliga,32,1991,1.0,0,0,0,1,0,0.1,0.3,3,6,8,0,4,0,0.0,0.00,0,0.2,0.2,0.05,-0.2,29,65.9,160,16,69.6,7,63.6,6,85.7,0.1,-0.1,3,2,1,0,0,5,7,1,4,4,2,1,1,2,2,100.0,1,0,1,5,2,0,58,2,5,22,32,9,1,0,0.0,0.0,27,92,4,1,1,3,2,0,6,1,50.0
1133,juan herzog_2003_las palmas,Juan Herzog,ESP,Juan,Herzog,DF,,Las Palmas,La Liga,20,2003,3.2,0,2,2,1,0,0.0,0.7,0,3,0,2,3,3,100.0,0.67,0.67,0.7,0.7,0.23,+1.3,195,88.6,1152,121,95.3,62,91.2,5,41.7,0.0,0.0,0,2,0,0,0,0,1,0,6,5,5,1,0,3,6,50.0,4,1,2,8,17,0,257,30,161,93,3,3,1,1,100.0,0.0,132,144,0,0,0,1,1,0,13,4,57.1
1134,son heung-min_1992_tottenham,Son Heung-min,KOR,Son,Heung-min,FW,,Tottenham,Premier League,31,1992,32.6,10,27,15,1,0,11.8,22.2,119,139,325,17,83,38,45.8,0.18,0.39,12.0,10.4,0.13,+4.6,887,82.5,2822,531,87.2,297,87.9,23,60.5,8.3,-1.8,68,40,65,2,17,36,129,17,21,13,6,7,8,10,21,47.6,4,1,8,29,4,0,1354,8,87,458,823,212,92,39,42.4,51.1,927,2989,44,64,41,12,39,20,80,5,23.8
1135,aaron hickey_2002_brentford,Aaron Hickey,SCO,Aaron,Hickey,DF,,Brentford,Premier League,21,2002,7.9,0,0,0,5,0,0.1,0.3,9,21,13,0,7,1,14.3,0.00,0.00,0.2,0.2,0.03,-0.2,243,87.7,894,134,95.7,92,86.8,14,70.0,0.1,-0.1,1,10,2,0,1,5,7,0,16,9,9,3,4,7,7,100.0,7,3,3,19,10,0,356,25,132,155,76,7,14,5,35.7,35.7,212,505,3,1,5,10,16,0,42,1,10.0
1136,isak hien_1999_hellas verona,Isak Hien,SWE,Isak,Hien,DF,,Hellas Verona,Serie A,24,1999,9.6,0,0,0,1,1,0.0,0.4,8,26,1,0,4,1,25.0,0.00,0.00,0.4,0.4,0.11,-0.4,324,82.2,2807,83,80.6,192,91.4,47,68.1,0.1,0.0,0,21,0,0,0,0,3,0,17,10,10,7,0,10,19,52.6,12,5,7,24,33,1,505,65,274,227,14,6,7,2,28.6,57.1,251,682,3,0,8,11,2,0,66,34,58.6
1137,isak hien_1999_atalanta,Isak Hien,SWE,Isak,Hien,DF,,Atalanta,Serie A,24,1999,10.4,1,1,0,3,0,0.1,0.3,0,24,0,0,4,2,50.0,0.00,0.00,0.2,0.2,0.05,-0.2,417,88.3,2621,102,82.3,268,94.7,44,78.6,0.1,+0.9,1,14,0,0,0,0,4,1,18,12,8,10,0,7,15,46.7,12,5,14,32,33,0,572,71,305,256,17,8,5,3,60.0,40.0,256,442,1,1,2,18,9,2,60,36,70.6
1138,james hill_2002_bournemouth,James Hill,ENG,James,Hill,DF,,Bournemouth,Premier League,21,2002,0.8,0,0,0,0,0,0.0,0.0,0,5,1,0,0,0,0,0,0,0.0,0.0,0,0.0,28,66.7,243,13,81.3,8,61.5,5,50.0,0.0,0.0,0,6,0,0,0,0,1,0,3,2,1,2,0,1,1,100.0,3,2,3,6,8,0,62,10,26,24,12,0,1,0,0.0,100.0,18,7,1,0,1,1,0,0,7,4,80.0
1139,piero hincapié_2002_leverkusen,Piero Hincapié,ECU,Piero,Hincapié,DF,,Leverkusen,Bundesliga,21,2002,16.5,2,3,1,2,0,0.5,2.5,34,102,50,1,18,6,33.3,0.06,0.17,1.9,1.9,0.11,-0.9,1307,91.1,6533,758,96.2,469,92.1,52,57.1,0.9,+1.5,6,99,9,0,2,8,23,5,35,22,14,17,4,13,17,76.5,18,7,13,48,43,0,1597,100,472,895,237,25,6,1,16.7,83.3,994,3063,32,1,4,16,11,0,78,36,57.1
1140,jack hinshelwood_2005_brighton,Jack Hinshelwood,ENG,Jack,Hinshelwood,DF,,Brighton,Premier League,18,2005,9.7,0,3,3,1,0,0.7,2.5,16,19,38,3,14,8,57.1,0.21,0.38,1.9,1.9,0.14,+1.1,418,83.9,1172,233,87.3,156,89.1,9,40.9,0.4,-0.7,8,24,5,1,0,10,14,0,14,5,7,4,3,5,13,38.5,6,2,14,28,18,0,590,26,193,256,143,30,5,0,0.0,80.0,331,726,15,1,2,11,3,1,33,7,46.7
1141,adam hložek_2002_leverkusen,Adam Hložek,CZE,Adam,Hložek,MF,FW,Leverkusen,Bundesliga,21,2002,5.1,3,5,2,1,0,0.9,4.0,14,13,33,2,18,6,33.3,0.11,0.33,3.1,3.1,0.17,-1.1,123,80.9,280,78,88.6,34,81.0,6,75.0,1.2,+2.1,9,5,2,0,0,0,16,4,10,4,2,4,4,3,7,42.9,4,1,2,12,1,0,222,4,21,99,105,29,14,4,28.6,64.3,135,386,9,5,13,8,7,1,20,8,44.4
1142,nicolas höfler_1990_freiburg,Nicolas Höfler,GER,Nicolas,Höfler,MF,,Freiburg,Bundesliga,33,1990,25.9,1,2,1,10,1,0.4,1.1,14,94,15,1,16,1,6.3,0.06,1.00,0.7,0.7,0.04,+0.3,985,85.4,4636,426,86.6,468,90.9,59,72.8,0.7,+0.6,9,82,6,0,0,2,32,3,63,40,36,20,7,22,49,44.9,30,16,31,94,45,0,1386,112,417,805,175,20,18,14,77.8,16.7,661,1249,11,0,20,29,31,0,152,49,50.5
1143,jonas hofmann_1992_leverkusen,Jonas Hofmann,GER,Jonas,Hofmann,MF,,Leverkusen,Bundesliga,31,1992,24.5,7,12,5,3,0,8.1,14.1,63,119,221,5,60,25,41.7,0.08,0.20,5.9,5.9,0.10,-0.9,1214,79.3,4146,700,88.1,361,82.6,103,56.3,8.3,-1.1,78,71,41,5,7,126,157,20,20,14,6,9,5,10,24,41.7,18,0,8,28,6,0,1718,3,122,676,928,110,35,18,51.4,48.6,895,2294,50,13,17,14,19,13,77,2,20.0
1144,philipp hofmann_1993_bochum,Philipp Hofmann,GER,Philipp,Hofmann,FW,,Bochum,Bundesliga,30,1993,17.5,2,6,4,1,0,1.7,6.5,7,36,86,4,39,15,38.5,0.10,0.27,4.8,4.8,0.12,-0.8,266,63.9,648,167,71.7,77,59.2,6,60.0,1.3,+0.3,19,17,11,0,1,3,51,4,10,5,4,5,1,4,7,57.1,11,2,4,14,17,0,581,16,45,282,257,84,15,9,60.0,40.0,256,208,6,2,14,20,26,4,44,111,54.1
1145,lucas höler_1994_freiburg,Lucas Höler,GER,Lucas,Höler,FW,MF,Freiburg,Bundesliga,29,1994,25.6,2,9,6,7,0,2.1,9.1,24,49,153,7,32,16,50.0,0.19,0.38,8.6,7.0,0.22,-1.0,494,66.8,1500,301,71.8,127,69.8,24,66.7,2.0,-0.1,32,34,12,1,2,12,64,8,32,24,14,10,8,4,23,17.4,19,4,15,47,35,0,1008,46,159,457,399,97,29,13,44.8,51.7,546,844,12,5,19,25,48,7,104,80,44.0
1146,mason holgate_1996_sheffield utd,Mason Holgate,ENG,Mason,Holgate,DF,,Sheffield Utd,Premier League,26,1996,7.9,0,0,0,3,1,0.4,1.1,0,13,0,0,3,0,0.0,0.00,0,0.6,0.6,0.22,-0.6,138,65.4,1215,65,78.3,52,66.7,19,43.2,0.2,-0.4,1,17,2,2,0,7,4,0,12,7,5,6,1,5,12,41.7,12,5,11,23,40,0,296,53,143,119,35,3,2,1,50.0,50.0,95,159,2,1,1,8,4,0,30,9,56.3
1147,fabian holland_1990_darmstadt 98,Fabian Holland,GER,Fabian,Holland,MF,DF,Darmstadt 98,Bundesliga,33,1990,20.4,2,2,0,4,1,1.5,2.1,11,87,47,0,11,3,27.3,0.00,0.00,0.6,0.6,0.06,-0.6,720,78.3,4204,307,88.0,313,86.7,88,54.3,1.4,+0.5,17,84,9,2,3,26,45,4,47,26,18,21,8,20,37,54.1,22,12,24,71,29,0,1111,54,291,619,209,18,15,8,53.3,40.0,585,1313,12,1,9,34,33,1,103,9,27.3
1148,benedict hollerbach_2001_union berlin,Benedict Hollerbach,GER,Benedict,Hollerbach,FW,MF,Union Berlin,Bundesliga,22,2001,14.2,0,5,5,2,0,1.3,4.7,49,39,126,5,34,10,29.4,0.15,0.50,3.4,3.4,0.10,+1.6,253,63.6,963,153,80.5,69,65.1,17,48.6,1.4,-1.3,14,18,18,5,0,44,41,1,17,11,5,7,5,7,22,31.8,28,0,4,21,3,0,659,9,70,289,316,77,74,30,40.5,55.4,408,1220,28,24,52,29,20,4,59,19,33.3
1149,emil holm_2000_atalanta,Emil Holm,SWE,Emil,Holm,DF,,Atalanta,Serie A,23,2000,10.5,1,2,1,5,0,0.8,3.6,28,27,80,1,26,8,30.8,0.04,0.13,2.7,2.7,0.11,-1.7,304,66.5,1618,171,79.9,107,69.9,21,38.2,1.0,+0.2,4,18,8,6,1,35,20,4,28,19,17,9,2,16,36,44.4,25,3,7,35,25,0,635,33,161,249,233,43,32,18,56.3,37.5,290,1000,20,5,18,14,21,1,57,28,53.8
1150,gerrit holtmann_1995_darmstadt 98,Gerrit Holtmann,PHI,Gerrit,Holtmann,MF,FW,Darmstadt 98,Bundesliga,28,1995,4.4,0,0,0,1,0,0.3,0.9,13,18,20,0,14,5,35.7,0.00,0.00,0.6,0.6,0.04,-0.6,113,72.9,607,61,87.1,42,70.0,4,30.8,0.3,-0.3,5,12,4,0,0,12,19,1,8,5,3,4,1,7,10,70.0,7,0,2,10,4,1,224,7,37,92,101,11,15,7,46.7,40.0,109,441,11,8,13,8,2,0,31,5,41.7
1151,martin hongla_1998_hellas verona,Martin Hongla,CMR,Martin,Hongla,MF,,Hellas Verona,Serie A,25,1998,12.0,0,0,0,0,0,0.3,0.4,6,57,6,0,3,0,0.0,0.00,0,0.1,0.1,0.05,-0.1,391,82.5,2018,135,86.0,199,89.2,48,64.9,0.1,-0.3,9,38,0,0,0,4,19,0,24,13,9,13,2,8,11,72.7,8,3,7,31,24,0,570,36,147,369,60,1,12,9,75.0,25.0,317,780,9,1,6,6,6,1,79,9,47.4
1152,martin hongla_1998_granada,Martin Hongla,CMR,Martin,Hongla,MF,DF,Granada,La Liga,25,1998,6.2,0,0,0,0,0,0.0,0.2,3,16,5,0,3,1,33.3,0.00,0.00,0.2,0.2,0.06,-0.2,237,83.7,1179,87,91.6,118,90.1,29,60.4,0.1,0.0,0,20,1,0,0,2,3,0,7,3,2,5,0,3,9,33.3,6,3,6,13,13,1,327,18,113,191,27,1,3,0,0.0,100.0,197,397,3,0,0,7,1,0,37,3,20.0
1153,franck honorat_1996_gladbach,Franck Honorat,FRA,Franck,Honorat,DF,FW,Gladbach,Bundesliga,26,1996,26.1,9,12,3,1,0,9.3,10.8,97,93,242,3,28,10,35.7,0.11,0.30,1.6,1.6,0.06,+1.4,802,66.4,5175,432,83.1,246,67.4,84,39.8,9.4,-0.3,89,37,56,28,3,236,133,18,25,13,13,10,2,11,20,55.0,22,3,9,34,35,1,1413,28,249,501,680,66,54,21,38.9,50.0,775,2675,60,26,18,9,14,6,138,17,47.2
1154,mathias honsak_1996_darmstadt 98,Mathias Honsak,AUT,Mathias,Honsak,FW,MF,Darmstadt 98,Bundesliga,26,1996,11.3,1,2,1,1,0,0.7,2.5,22,19,62,1,23,6,26.1,0.04,0.17,1.8,1.8,0.08,-0.8,210,73.7,747,120,81.6,66,78.6,14,63.6,0.7,+0.3,12,11,6,1,1,11,21,3,14,7,7,6,1,6,20,30.0,14,2,8,22,25,0,476,27,99,181,199,36,30,9,30.0,70.0,271,571,14,8,14,14,12,3,32,15,38.5
1155,sydney van hooijdonk_2000_bologna,Sydney van Hooijdonk,NED,Sydney,van Hooijdonk,FW,,Bologna,Serie A,23,2000,2.4,0,0,0,0,0,0.1,0.7,1,2,9,0,5,1,20.0,0.00,0.00,0.6,0.6,0.12,-0.6,28,77.8,73,16,84.2,7,100.0,0,0,0.0,-0.1,2,2,0,0,0,1,2,0,3,0,0,2,1,1,2,50.0,1,1,1,4,4,0,56,5,9,26,21,7,2,2,100.0,0.0,22,15,0,0,3,6,2,1,3,5,29.4
1156,fraser hornby_1999_darmstadt 98,Fraser Hornby,SCO,Fraser,Hornby,FW,MF,Darmstadt 98,Bundesliga,23,1999,2.4,0,0,0,1,0,0.3,1.0,7,2,7,0,10,2,20.0,0.00,0.00,0.7,0.7,0.07,-0.7,35,55.6,71,24,68.6,7,53.8,3,100.0,0.5,-0.3,4,0,2,0,0,4,8,0,0,0,0,0,0,0,1,0.0,2,1,0,0,4,0,91,5,8,34,51,18,4,1,25.0,75.0,38,125,3,4,4,5,1,1,8,11,45.8
1157,lukáš hrádecký_1989_leverkusen,Lukáš Hrádecký,FIN,Lukáš,Hrádecký,GK,,Leverkusen,Bundesliga,33,1989,33.0,0,0,0,2,0,0.0,0.0,0,1,0,0,0,0,0,0,0,0.0,0.0,0,0.0,706,79.7,12037,186,99.5,360,97.6,156,48.8,0.0,0.0,0,4,0,0,0,0,2,1,0,0,0,0,0,0,1,0.0,1,0,0,0,10,2,939,777,925,14,0,0,0,0,0,0,543,1580,1,1,0,0,1,0,51,8,88.9
1158,xabier huarte armendáriz_2001_osasuna,Xabier Huarte Armendáriz,ESP,Xabier,Huarte Armendáriz,MF,,Osasuna,La Liga,22,2001,0.1,0,0,0,0,0,0.0,0.0,0,1,0,0,0,0,0,0,0,0.0,0.0,0,0.0,2,100.0,11,1,100.0,1,100.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0
1159,timo hübers_1996_köln,Timo Hübers,GER,Timo,Hübers,DF,,Köln,Bundesliga,27,1996,30.9,0,0,0,6,0,0.5,2.3,19,104,3,0,22,5,22.7,0.00,0.00,1.8,1.8,0.08,-1.8,1473,84.5,10485,448,89.4,879,92.4,130,52.0,1.0,-0.5,6,105,7,1,1,3,22,1,68,47,51,14,3,49,80,61.3,54,28,63,131,168,1,2143,267,1200,897,65,31,6,4,66.7,33.3,1203,3442,14,1,7,44,25,1,211,99,66.9
1160,callum hudson-odoi_2000_nott'ham forest,Callum Hudson-Odoi,ENG,Callum,Hudson-Odoi,FW,MF,Nott'ham Forest,Premier League,22,2000,20.6,1,9,8,0,0,2.8,5.5,111,58,171,8,38,20,52.6,0.21,0.40,2.7,2.7,0.07,+5.3,574,78.0,1826,325,90.5,187,74.5,46,55.4,2.5,-1.8,36,20,32,8,3,74,82,6,18,8,4,5,9,7,28,25.0,16,1,7,25,12,1,930,19,129,297,523,77,80,43,53.8,33.8,646,3054,57,39,33,14,30,9,98,2,22.2
1161,will hughes_1995_crystal palace,Will Hughes,ENG,Will,Hughes,MF,,Crystal Palace,Premier League,28,1995,21.0,1,1,0,6,0,1.1,1.5,14,76,17,0,8,3,37.5,0.00,0.00,0.3,0.3,0.04,-0.3,731,83.3,3108,389,89.2,281,88.6,27,43.5,1.8,-0.1,21,71,16,2,2,30,48,5,61,33,30,20,11,24,48,50.0,36,14,21,82,25,0,1094,45,228,657,219,15,15,9,60.0,20.0,463,900,14,0,27,39,30,1,121,12,41.4
1162,dean huijsen_2005_roma,Dean Huijsen,ESP,Dean,Huijsen,DF,,Roma,Serie A,18,2005,5.7,0,2,2,4,0,0.1,0.5,4,18,15,2,6,2,33.3,0.33,1.00,0.4,0.4,0.07,+1.6,400,87.1,2423,158,90.3,203,91.9,34,72.3,0.1,-0.1,1,16,1,0,0,1,8,4,10,5,5,5,0,1,4,25.0,7,4,4,14,26,2,525,62,204,281,41,8,2,1,50.0,50.0,308,696,3,0,2,10,2,0,24,9,56.3
1163,dean huijsen_2005_juventus,Dean Huijsen,ESP,Dean,Huijsen,DF,,Juventus,Serie A,18,2005,0.1,0,0,0,0,0,0.0,0.0,0,2,0,0,0,0,0,0,0,0.0,0.0,0,0.0,18,94.7,115,5,100.0,10,100.0,3,100.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,1,8,13,0,0,0,0,0,0,17,56,0,0,0,0,0,0,1,0,0
1164,mats hummels_1988_dortmund,Mats Hummels,GER,Mats,Hummels,DF,,Dortmund,Bundesliga,34,1988,17.6,0,3,3,4,1,0.9,4.1,11,82,1,3,16,6,37.5,0.19,0.50,3.2,3.2,0.23,-0.2,1262,89.0,8497,381,94.8,722,92.4,150,74.3,1.4,-0.9,9,86,6,0,3,3,24,2,52,34,34,12,6,30,53,56.6,33,11,33,85,82,0,1649,167,698,888,76,20,7,2,28.6,57.1,1095,3224,13,1,6,12,9,0,99,38,61.3
1165,denis huseinbasic_2001_köln,Denis Huseinbasic,BIH,Denis,Huseinbasic,MF,,Köln,Bundesliga,22,2001,18.1,3,3,0,5,0,0.7,1.0,35,93,29,0,12,3,25.0,0.00,0.00,0.3,0.3,0.03,-0.3,674,85.2,2909,324,89.0,287,92.6,46,62.2,0.7,+2.3,16,68,9,2,1,15,37,5,38,18,17,15,6,20,31,64.5,26,1,13,51,14,0,949,36,214,550,203,13,23,10,43.5,52.2,547,1553,30,3,19,28,14,0,114,8,50.0
1166,elseid hysaj_1994_lazio,Elseid Hysaj,ALB,Elseid,Hysaj,DF,,Lazio,Serie A,29,1994,13.3,0,0,0,2,0,0.4,0.7,27,51,41,0,2,1,50.0,0.00,0.00,0.2,0.2,0.12,-0.2,713,83.9,4236,400,91.3,248,85.2,41,52.6,1.0,-0.4,9,46,10,5,1,18,21,1,24,14,8,13,3,15,24,62.5,16,6,17,41,31,0,967,45,310,496,166,8,8,2,25.0,75.0,483,1444,23,1,8,14,9,3,72,14,51.9
1167,pierre højbjerg_1995_tottenham,Pierre Højbjerg,DEN,Pierre,Højbjerg,MF,,Tottenham,Premier League,27,1995,14.6,0,0,0,4,0,1.2,1.9,17,134,29,0,19,6,31.6,0.00,0.00,0.7,0.7,0.04,-0.7,1234,87.2,7286,652,90.8,440,91.7,100,70.4,1.5,-1.2,9,160,12,1,2,14,39,2,32,18,13,17,2,13,34,38.2,21,7,19,51,30,3,1585,63,377,913,310,16,23,12,52.2,43.5,1012,1820,25,2,9,20,17,0,121,8,38.1
1168,rasmus højlund_2003_manchester utd,Rasmus Højlund,DEN,Rasmus,Højlund,FW,,Manchester Utd,Premier League,20,2003,24.0,2,12,10,2,0,1.6,9.2,36,33,111,10,38,20,52.6,0.26,0.50,7.6,7.6,0.20,+2.4,304,75.6,884,199,80.6,58,75.3,11,91.7,0.9,+0.4,28,14,14,1,1,6,58,4,11,7,2,3,6,5,13,38.5,9,1,1,12,19,0,612,20,61,262,297,96,38,18,47.4,47.4,356,1101,26,15,29,20,30,15,60,25,27.8
1169,iago_1997_augsburg,Iago,BRA,Iago,,DF,,Augsburg,Bundesliga,26,1997,18.0,1,2,1,4,0,1.6,3.0,24,54,51,1,18,7,38.9,0.06,0.14,1.4,1.4,0.08,-0.4,536,72.9,4071,240,86.3,217,74.1,63,57.8,2.9,-0.6,17,51,27,16,1,44,42,2,36,17,22,10,4,17,33,51.5,39,8,18,54,43,0,950,66,296,434,239,33,37,19,51.4,40.5,480,1197,20,4,10,14,23,4,117,20,52.6
1170,pablo ibáñez_1998_osasuna,Pablo Ibáñez,ESP,Pablo,Ibáñez,MF,,Osasuna,La Liga,24,1998,12.8,2,3,1,5,0,1.2,3.5,26,67,54,1,27,7,25.9,0.04,0.14,2.3,2.3,0.08,-1.3,343,75.9,1476,163,78.4,147,85.5,22,55.0,1.1,+0.8,12,41,10,2,0,12,30,4,18,9,5,7,6,5,21,23.8,26,3,9,27,17,0,621,20,85,304,241,45,30,8,26.7,70.0,318,855,20,4,10,26,16,2,74,36,48.6
1171,arijon ibrahimović_2005_frosinone,Arijon Ibrahimović,GER,Arijon,Ibrahimović,FW,DF,Frosinone,Serie A,17,2005,5.3,1,2,1,1,0,0.7,1.5,10,22,54,1,12,4,33.3,0.08,0.25,0.8,0.8,0.07,+0.2,163,72.4,702,105,81.4,47,72.3,8,61.5,0.7,+0.3,8,11,9,1,0,7,15,1,7,6,4,2,1,1,9,11.1,4,0,1,8,3,0,285,4,36,119,135,19,13,4,30.8,53.8,187,374,7,7,7,3,4,2,19,5,38.5
1172,iglesias_1998_getafe,Iglesias,ESP,Iglesias,,DF,FW,Getafe,La Liga,25,1998,15.7,2,2,0,4,0,0.7,1.3,16,43,48,0,15,6,40.0,0.00,0.00,0.6,0.6,0.04,-0.6,382,60.2,3284,155,82.4,155,65.7,61,36.1,1.0,+1.3,11,41,15,12,2,58,27,2,41,22,25,11,5,21,33,63.6,18,7,16,57,53,0,830,60,262,353,223,8,14,6,42.9,57.1,329,671,11,2,6,16,10,1,71,12,54.5
1173,borja iglesias_1993_betis,Borja Iglesias,ESP,Borja,Iglesias,FW,,Betis,La Liga,30,1993,4.5,1,1,0,2,0,0.9,1.5,5,12,32,0,10,0,0.0,0.00,0,0.6,0.6,0.06,-0.6,83,82.2,179,57,86.4,20,87.0,4,66.7,0.7,+0.1,11,2,6,0,1,1,20,1,0,0,0,0,0,0,3,0.0,0,0,2,2,2,0,141,2,2,60,82,22,2,1,50.0,50.0,77,140,5,2,4,7,5,7,7,6,46.2
1174,borja iglesias_1993_leverkusen,Borja Iglesias,ESP,Borja,Iglesias,FW,,Leverkusen,Bundesliga,30,1993,2.8,0,0,0,0,0,0.3,1.6,3,5,19,0,8,3,37.5,0.00,0.00,1.4,1.4,0.17,-1.4,58,77.3,113,33,78.6,19,95.0,1,100.0,0.4,-0.3,3,3,3,0,0,1,8,0,1,0,0,1,0,0,1,0.0,2,0,1,2,1,0,96,1,2,28,66,19,1,0,0.0,100.0,62,74,2,3,6,2,3,1,5,4,40.0
1175,igor_1998_brighton,Igor,BRA,Igor,,DF,,Brighton,Premier League,25,1998,18.2,0,0,0,4,0,0.7,1.0,30,107,12,0,5,0,0.0,0.00,0,0.3,0.3,0.05,-0.3,1398,93.4,7143,714,96.2,615,96.1,49,72.1,0.5,-0.7,7,123,2,0,2,1,25,2,25,18,7,16,2,17,29,58.6,22,9,14,39,52,1,1651,105,604,913,141,7,22,16,72.7,22.7,1055,2867,23,0,6,21,4,0,105,26,68.4
1176,jonathan ikone_1998_fiorentina,Jonathan Ikone,FRA,Jonathan,Ikone,FW,,Fiorentina,Serie A,25,1998,18.7,1,4,3,5,0,2.0,6.6,51,58,154,3,39,15,38.5,0.08,0.20,4.6,4.6,0.12,-1.6,388,81.5,1163,203,82.5,154,88.5,20,69.0,2.0,-1.0,15,25,20,1,7,11,49,5,22,11,7,9,6,10,17,58.8,12,0,3,25,8,0,641,8,55,249,346,84,46,21,45.7,43.5,433,1469,21,36,22,16,15,5,60,15,40.5
1177,chukwubuikem ikwuemesi_2001_salernitana,Chukwubuikem Ikwuemesi,NGA,Chukwubuikem,Ikwuemesi,FW,,Salernitana,Serie A,21,2001,11.8,1,2,1,2,0,0.7,3.1,11,10,70,1,22,8,36.4,0.05,0.13,2.4,2.4,0.11,-1.4,110,65.9,234,71,73.2,29,72.5,3,37.5,0.6,+0.3,8,5,2,0,3,2,18,2,3,1,0,2,1,2,6,33.3,1,1,1,4,8,0,311,10,19,159,137,48,31,15,48.4,48.4,202,325,11,6,23,35,20,8,23,29,33.0
1178,andrej ilic_2000_lille,Andrej Ilic,SRB,Andrej,Ilic,FW,,Lille,Ligue 1,23,2000,0.1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,1,100.0,0,1,100.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
1179,ivan ilić_2001_torino,Ivan Ilić,SRB,Ivan,Ilić,MF,,Torino,Serie A,22,2001,23.3,2,5,3,3,0,5.0,7.1,49,138,52,3,27,11,40.7,0.11,0.27,2.1,2.1,0.08,+0.9,1101,82.4,5282,493,90.5,479,87.4,84,54.2,4.6,-3.0,47,107,24,6,1,91,73,5,22,8,9,10,3,13,27,48.1,20,7,20,42,31,0,1548,52,259,933,366,22,34,18,52.9,44.1,849,2311,32,1,15,24,25,1,112,19,50.0
1180,samuel iling-junior_2003_juventus,Samuel Iling-Junior,ENG,Samuel,Iling-Junior,DF,MF,Juventus,Serie A,19,2003,9.0,2,3,1,1,0,1.3,2.0,29,25,64,1,9,4,44.4,0.11,0.25,0.7,0.7,0.08,+0.3,330,76.2,1713,177,90.3,125,79.1,23,46.0,1.6,+0.7,19,20,13,9,0,46,32,5,23,13,9,11,3,11,18,61.1,17,5,6,29,19,0,561,26,125,220,219,23,22,7,31.8,63.6,306,823,15,8,12,15,5,1,40,9,75.0
1181,imanol_2000_athletic club,Imanol,ESP,Imanol,,DF,,Athletic Club,La Liga,23,2000,5.8,0,0,0,2,0,0.2,0.2,13,21,15,0,1,0,0.0,0.00,0,0.0,0.0,0.01,0.0,280,81.6,1312,160,89.9,99,86.1,16,53.3,0.3,-0.2,2,24,6,3,0,21,4,0,7,5,1,5,1,5,18,27.8,6,0,7,14,15,0,395,17,88,219,94,4,5,4,80.0,20.0,181,473,11,2,3,5,2,0,37,10,71.4
